223,288,51,70,188,47,71,3015,-11332,94,222,1,32,2,1,10,0
149,257,37,63,194,45,62,3014,-11332,73,222,1,32,2,1,10,0
90,140,28,62,198,44,60,3013,-11332,67,223,1,32,2,1,10,0
54,74,7,62,200,46,59,3012,-11332,64,224,1,32,2,1,16,0
67,42,20,62,200,47,60,3011,-11332,48,220,1,32,2,2,10,0
66,61,19,62,201,48,63,3009,-11332,26,209,1,32,2,10,7,0
33,66,19,61,203,47,59,3008,-11332,30,207,1,32,2,2,10,0
23,69,10,62,203,45,59,3007,-11332,34,207,1,32,2,2,10,0
113,185,58,66,176,45,64,3110,-11331,69,65,-9999,1,2,2,10,108
181,136,32,81,176,59,90,3076,-11331,74,217,1,33,-9999,2,7,8
186,103,24,80,175,58,91,3075,-11331,52,215,1,33,-9999,2,7,6
193,58,23,77,176,57,90,3074,-11331,54,214,1,33,-9999,2,7,4
187,67,23,76,176,57,87,3073,-11331,46,215,1,33,-9999,2,7,3
154,106,32,69,178,55,82,3072,-11331,43,215,1,33,-9999,2,7,2
106,120,29,62,181,53,79,3071,-11331,48,217,1,33,-9999,2,7,2
59,99,18,58,183,51,69,3070,-11331,45,218,1,33,-9999,2,7,1
33,70,10,57,185,50,63,3069,-11331,33,220,1,33,-9999,2,10,1
21,40,8,58,186,49,63,3068,-11331,29,222,1,33,-9999,2,7,1
207,351,94,96,180,54,83,3050,-11331,118,184,1,34,-9999,2,7,0
310,307,84,100,176,56,84,3049,-11331,120,186,1,34,-9999,2,7,0
325,242,63,101,173,63,96,3048,-11331,146,190,1,34,-9999,8,7,0
411,244,116,96,170,59,91,3047,-11331,170,184,1,34,-9999,8,7,0
381,310,124,83,174,51,78,3046,-11331,223,173,1,34,-9999,2,7,0
246,380,89,70,180,41,61,3045,-11331,249,160,1,34,-9999,12,7,0
170,270,52,94,191,50,72,3020,-11331,75,219,1,32,-9999,2,10,0
281,300,71,97,185,57,88,3019,-11331,104,218,1,32,-9999,10,7,0
391,248,77,96,180,59,90,3018,-11331,89,218,1,32,-9999,10,6,0
356,270,88,88,182,56,85,3017,-11331,85,219,1,32,-9999,10,7,0
241,308,50,74,188,49,72,3016,-11331,75,220,1,32,2,10,7,0
171,213,42,65,192,46,65,3015,-11331,72,221,1,32,2,1,16,0
112,151,29,62,196,45,62,3014,-11331,64,222,1,32,2,1,16,0
71,88,13,62,199,46,60,3013,-11331,70,223,1,32,2,1,16,0
79,44,21,62,199,47,59,3012,-11331,59,224,1,32,2,2,10,0
59,60,25,62,201,48,61,3009,-11331,38,214,1,32,2,10,7,0
20,70,3,61,203,47,62,3008,-11331,67,214,1,32,2,2,10,0
63,73,46,63,203,49,64,3007,-11331,74,216,1,32,2,2,10,0
19,74,10,63,204,45,58,3006,-11331,46,220,1,32,2,2,10,0
48,69,29,66,204,44,57,3005,-11331,37,224,1,32,2,8,16,1
155,119,32,81,177,57,89,3076,-11330,67,215,1,33,-9999,2,7,7
172,72,30,81,177,59,92,3075,-11330,54,212,1,33,-9999,2,7,5
178,62,20,80,177,58,90,3074,-11330,51,212,1,33,-9999,2,7,4
175,79,25,76,177,57,87,3073,-11330,47,213,1,33,-9999,2,7,2
135,120,27,69,179,56,87,3072,-11330,45,214,1,33,-9999,2,7,1
87,114,29,62,182,54,78,3071,-11330,40,215,1,33,-9999,2,10,1
48,85,11,58,184,50,66,3070,-11330,25,217,1,33,-9999,2,7,1
34,51,15,57,186,50,64,3069,-11330,23,219,1,33,-9999,2,7,1
33,46,7,73,188,47,58,3059,-11330,34,224,1,33,-9999,2,10,0
31,39,9,70,189,44,54,3058,-11330,29,225,1,33,-9999,2,10,0
32,40,10,68,189,42,53,3057,-11330,25,225,1,33,-9999,2,10,0
24,41,10,69,190,41,54,3056,-11330,36,216,1,34,-9999,2,10,0
38,64,12,73,189,40,53,3055,-11330,58,208,1,34,-9999,1,10,0
46,78,13,75,189,42,55,3054,-11330,68,201,1,34,-9999,2,10,0
31,110,7,76,189,48,68,3053,-11330,117,197,1,34,-9999,2,7,0
75,180,44,84,187,51,73,3052,-11330,174,195,1,34,-9999,2,7,0
139,290,53,93,183,55,79,3051,-11330,164,195,1,34,-9999,2,10,0
261,358,67,99,176,58,89,3050,-11330,150,197,1,34,-9999,8,7,0
